Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
LAJEADO DO BUGRE - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAJEADO DO BUGRE;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311429;4311429;Alta Prioridade;6.0;LAJEADO DO BUGRE;LAJEADO DO BUGRE;Sem pagamento municipalizado;0.613;0.459;0.387;0.423;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAJEADO DO BUGRE - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAJEADO DO BUGRE;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311429;4311429;Alta Prioridade;89.0;LAJEADO DO BUGRE;LAJEADO DO BUGRE;Sem pagamento municipalizado;0.613;0.459;0.387;0.423;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAJEADO DO BUGRE - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAJEADO DO BUGRE;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311429;4311429;Alta Prioridade;2.0;LAJEADO DO BUGRE;LAJEADO DO BUGRE;Sem pagamento municipalizado;0.613;0.459;0.387;0.423;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4311502;4311502;Média Prioridade;67.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311502;4311502;Média Prioridade;23.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4311502;4311502;Média Prioridade;14.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4311502;4311502;Média Prioridade;42.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311502;4311502;Média Prioridade;73.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4311502;4311502;Média Prioridade;44.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4311502;4311502;Média Prioridade;19.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311502;4311502;Média Prioridade;41.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311502;4311502;Média Prioridade;31.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311502;4311502;Média Prioridade;36.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311502;4311502;Média Prioridade;125.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4311502;4311502;Média Prioridade;6.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LAVRAS DO SUL - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LAVRAS DO SUL;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311502;4311502;Média Prioridade;46.0;LAVRAS DO SUL;LAVRAS DO SUL;Sem pagamento municipalizado;0.699;0.206;0.301;0.2535;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4311601;4311601;Alta Prioridade;1.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311601;4311601;Alta Prioridade;15.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4311601;4311601;Alta Prioridade;2.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311601;4311601;Alta Prioridade;11.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4311601;4311601;Alta Prioridade;3.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4311601;4311601;Alta Prioridade;24.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311601;4311601;Alta Prioridade;130.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311601;4311601;Alta Prioridade;16.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311601;4311601;Alta Prioridade;50.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4311601;4311601;Alta Prioridade;1.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LIBERATO SALZANO - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LIBERATO SALZANO;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311601;4311601;Alta Prioridade;17.0;LIBERATO SALZANO;LIBERATO SALZANO;Sem pagamento municipalizado;0.685;0.339;0.3149999999999999;0.3269999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4311627;4311627;Média Prioridade;27.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311627;4311627;Média Prioridade;16.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4311627;4311627;Média Prioridade;16.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4311627;4311627;Média Prioridade;45.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4311627;4311627;Média Prioridade;29.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4311627;4311627;Média Prioridade;22.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4311627;4311627;Média Prioridade;102.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4311627;4311627;Média Prioridade;2.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4311627;4311627;Média Prioridade;300.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4311627;4311627;Média Prioridade;90.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4311627;4311627;Média Prioridade;18.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4311627;4311627;Média Prioridade;11.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINDOLFO COLLOR - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINDOLFO COLLOR;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4311627;4311627;Média Prioridade;114.0;LINDOLFO COLLOR;LINDOLFO COLLOR;Sem pagamento municipalizado;0.712;0.21;0.288;0.249;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4311643;4311643;Baixa Prioridade;21.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
LINHA NOVA - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;LINHA NOVA;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4311643;4311643;Baixa Prioridade;9.0;LINHA NOVA;LINHA NOVA;Sem pagamento municipalizado;0.749;0.11;0.251;0.1805;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
