Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
CONSTANTINA - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;CONSTANTINA;;;;;;;;;;;;;;0.0;1000000.0;MAURICIO MARCON;4305801;4305801;Média Prioridade;135.0;CONSTANTINA;CONSTANTINA;Municipal;0.754;0.26;0.246;0.253;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
LAJEADO - RS;2025;Pagamento detalhado municipalizado;ZUCCO;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;LAJEADO;;;;;;;;;;;;;;0.0;994000.0;ZUCCO;4311403;4311403;Baixa Prioridade;1825.0;LAJEADO;LAJEADO;Municipal;0.778;0.124;0.2219999999999999;0.173;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PORTO ALEGRE - RS;2025;Pagamento detalhado municipalizado;MARCEL VAN HATTEM;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PORTO ALEGRE;;;;;;;;;;;;;;0.0;990000.0;MARCEL VAN HATTEM;4314902;4314902;Baixa Prioridade;45321.0;PORTO ALEGRE;PORTO ALEGRE;Municipal;0.805;0.225;0.1949999999999999;0.2099999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PORTÃO - RS;2025;Pagamento detalhado municipalizado;ZUCCO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PORTÃO;;;;;;;;;;;;;;0.0;990000.0;ZUCCO;4314803;4314803;Alta Prioridade;1044.0;PORTÃO;PORTAO;Municipal;0.713;0.275;0.287;0.281;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
NOVO HAMBURGO - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;NOVO HAMBURGO;;;;;;;;;;;;;;0.0;990000.0;LUCAS REDECKER;4313409;4313409;Baixa Prioridade;17538.0;NOVO HAMBURGO;NOVO HAMBURGO;Municipal;0.747;0.195;0.253;0.224;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
ITATI - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;ITATI;;;;;;;;;;;;;;0.0;955901.53;MAURICIO MARCON;4310652;4310652;Alta Prioridade;51.0;ITATI;ITATI;Municipal;0.669;0.256;0.3309999999999999;0.2935;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
NOVA ALVORADA - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;NOVA ALVORADA;;;;;;;;;;;;;;0.0;955901.53;MAURICIO MARCON;4312757;4312757;Baixa Prioridade;25.0;NOVA ALVORADA;NOVA ALVORADA;Municipal;0.74;0.188;0.26;0.224;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SEDE NOVA - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;SEDE NOVA;;;;;;;;;;;;;;0.0;955901.53;MAURICIO MARCON;4320230;4320230;Média Prioridade;31.0;SEDE NOVA;SEDE NOVA;Municipal;0.712;0.219;0.288;0.2535;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PARAÍSO DO SUL - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PARAÍSO DO SUL;;;;;;;;;;;;;;0.0;903451.23;MAURICIO MARCON;4314027;4314027;Média Prioridade;58.0;PARAÍSO DO SUL;PARAISO DO SUL;Municipal;0.676;0.196;0.3239999999999999;0.26;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CAXIAS DO SUL - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;CAXIAS DO SUL;;;;;;;;;;;;;;0.0;897000.0;LUCAS REDECKER;4305108;4305108;Baixa Prioridade;3153.0;CAXIAS DO SUL;CAXIAS DO SUL;Municipal;0.782;0.174;0.2179999999999999;0.1959999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTA CRUZ DO SUL - RS;2025;Pagamento detalhado municipalizado;ZUCCO;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;SANTA CRUZ DO SUL;;;;;;;;;;;;;;0.0;896000.0;ZUCCO;4316808;4316808;Baixa Prioridade;2478.0;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;Municipal;0.773;0.139;0.2269999999999999;0.183;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTA ROSA - RS;2025;Pagamento detalhado municipalizado;ANY ORTIZ;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;SANTA ROSA;;;;;;;;;;;;;;0.0;892000.0;ANY ORTIZ;4317202;4317202;Baixa Prioridade;2492.0;SANTA ROSA;SANTA ROSA;Municipal;0.769;0.134;0.2309999999999999;0.1825;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
BOA VISTA DO BURICÁ - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;BOA VISTA DO BURICÁ;;;;;;;;;;;;;;0.0;855901.53;MAURICIO MARCON;4302204;4302204;Baixa Prioridade;92.0;BOA VISTA DO BURICÁ;BOA VISTA DO BURICA;Municipal;0.762;0.103;0.238;0.1704999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
BUTIÁ - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;BUTIÁ;;;;;;;;;;;;;;0.0;800000.0;LUCAS REDECKER;4302709;4302709;Alta Prioridade;319.0;BUTIÁ;BUTIA;Municipal;0.689;0.366;0.311;0.3385;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
VENÂNCIO AIRES - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;VENÂNCIO AIRES;;;;;;;;;;;;;;0.0;800000.0;DANRLEI DE DEUS HINTERHOLZ;4322608;4322608;Baixa Prioridade;1175.0;VENÂNCIO AIRES;VENANCIO AIRES;Municipal;0.712;0.169;0.288;0.2285;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
BOM RETIRO DO SUL - RS;2025;Pagamento detalhado municipalizado;HEITOR SCHUCH;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;BOM RETIRO DO SUL;;;;;;;;;;;;;;0.0;800000.0;HEITOR SCHUCH;4302402;4302402;Baixa Prioridade;587.0;BOM RETIRO DO SUL;BOM RETIRO DO SUL;Municipal;0.739;0.145;0.261;0.203;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
ESTEIO - RS;2025;Pagamento detalhado municipalizado;ZUCCO;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;ESTEIO;;;;;;;;;;;;;;0.0;798000.0;ZUCCO;4307708;4307708;Baixa Prioridade;2474.0;ESTEIO;ESTEIO;Municipal;0.754;0.21;0.246;0.2279999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CANELA - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;CANELA;;;;;;;;;;;;;;0.0;798000.0;LUCAS REDECKER;4304408;4304408;Baixa Prioridade;2205.0;CANELA;CANELA;Municipal;0.748;0.181;0.252;0.2165;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
IJUÍ - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 3 código(s);Agregado de 3 favorecido(s);RS;IJUÍ;;;;;;;;;;;;;;0.0;796000.0;DANRLEI DE DEUS HINTERHOLZ;4310207;4310207;Baixa Prioridade;1182.0;IJUÍ;IJUI;Municipal;0.781;0.183;0.2189999999999999;0.2009999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;3.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
GUAPORÉ - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 3 código(s);Agregado de 3 favorecido(s);RS;GUAPORÉ;;;;;;;;;;;;;;0.0;796000.0;DANRLEI DE DEUS HINTERHOLZ;4309407;4309407;Baixa Prioridade;1383.0;GUAPORÉ;GUAPORE;Municipal;0.765;0.204;0.235;0.2194999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;3.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO LEOPOLDO - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;SÃO LEOPOLDO;;;;;;;;;;;;;;0.0;796000.0;DANRLEI DE DEUS HINTERHOLZ;4318705;4318705;Média Prioridade;835.0;SÃO LEOPOLDO;SAO LEOPOLDO;Municipal;0.739;0.223;0.261;0.242;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CANDELÁRIA - RS;2025;Pagamento detalhado municipalizado;HEITOR SCHUCH;;Agregado municipal — 3 código(s);Agregado de 2 favorecido(s);RS;CANDELÁRIA;;;;;;;;;;;;;;0.0;796000.0;HEITOR SCHUCH;4304200;4304200;Média Prioridade;2571.0;CANDELÁRIA;CANDELARIA;Municipal;0.674;0.197;0.3259999999999999;0.2614999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;3.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTO ANTÔNIO DA PATRULHA - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;SANTO ANTÔNIO DA PATRULHA;;;;;;;;;;;;;;0.0;794000.0;ALCEU MOREIRA;4317608;4317608;Média Prioridade;4084.0;SANTO ANTÔNIO DA PATRULHA;SANTO ANTONIO DA PATRULHA;Municipal;0.717;0.215;0.283;0.249;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
ESTÂNCIA VELHA - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;ESTÂNCIA VELHA;;;;;;;;;;;;;;0.0;792000.0;LUCAS REDECKER;4307609;4307609;Baixa Prioridade;4114.0;ESTÂNCIA VELHA;ESTANCIA VELHA;Municipal;0.757;0.143;0.243;0.193;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
GARIBALDI - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;GARIBALDI;;;;;;;;;;;;;;0.0;751000.0;MAURICIO MARCON;4308607;4308607;Baixa Prioridade;1235.0;GARIBALDI;GARIBALDI;Municipal;0.786;0.115;0.2139999999999999;0.1644999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
BOQUEIRÃO DO LEÃO - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;BOQUEIRÃO DO LEÃO;;;;;;;;;;;;;;0.0;742500.0;ALCEU MOREIRA;4302451;4302451;Média Prioridade;844.0;BOQUEIRÃO DO LEÃO;BOQUEIRAO DO LEAO;Municipal;0.7;0.203;0.3;0.2515;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
TERRA DE AREIA - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;TERRA DE AREIA;;;;;;;;;;;;;;0.0;710200.0;ALCEU MOREIRA;4321436;4321436;Média Prioridade;2643.0;TERRA DE AREIA;TERRA DE AREIA;Municipal;0.689;0.237;0.311;0.274;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
VERA CRUZ - RS;2025;Pagamento detalhado municipalizado;HEITOR SCHUCH;;Agregado municipal — 2 código(s);Agregado de 1 favorecido(s);RS;VERA CRUZ;;;;;;;;;;;;;;0.0;700000.0;HEITOR SCHUCH;4322707;4322707;Baixa Prioridade;2200.0;VERA CRUZ;VERA CRUZ;Municipal;0.737;0.167;0.263;0.215;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO LOURENÇO DO SUL - RS;2025;Pagamento detalhado municipalizado;FERNANDA MELCHIONNA;;Agregado municipal — 2 código(s);Agregado de 1 favorecido(s);RS;SÃO LOURENÇO DO SUL;;;;;;;;;;;;;;0.0;699695.0;FERNANDA MELCHIONNA;4318804;4318804;Média Prioridade;196.0;SÃO LOURENÇO DO SUL;SAO LOURENCO DO SUL;Municipal;0.687;0.24;0.3129999999999999;0.2764999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
TEUTÔNIA - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;TEUTÔNIA;;;;;;;;;;;;;;0.0;696000.0;DANRLEI DE DEUS HINTERHOLZ;4321451;4321451;Baixa Prioridade;170.0;TEUTÔNIA;TEUTONIA;Municipal;0.747;0.117;0.253;0.185;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PELOTAS - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;PELOTAS;;;;;;;;;;;;;;0.0;696000.0;DANRLEI DE DEUS HINTERHOLZ;4314407;4314407;Baixa Prioridade;764.0;PELOTAS;PELOTAS;Municipal;0.739;0.2;0.261;0.2305;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
IJUÍ - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 3 código(s);Agregado de 2 favorecido(s);RS;IJUÍ;;;;;;;;;;;;;;0.0;694000.0;POMPEO DE MATTOS;4310207;4310207;Baixa Prioridade;5498.0;IJUÍ;IJUI;Municipal;0.781;0.183;0.2189999999999999;0.2009999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;3.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO JERÔNIMO - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SÃO JERÔNIMO;;;;;;;;;;;;;;0.0;693000.0;LUCAS REDECKER;4318408;4318408;Média Prioridade;2633.0;SÃO JERÔNIMO;SAO JERONIMO;Municipal;0.696;0.229;0.304;0.2665;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
MAMPITUBA - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;MAMPITUBA;;;;;;;;;;;;;;0.0;693000.0;LUCAS REDECKER;4311734;4311734;Alta Prioridade;42.0;MAMPITUBA;MAMPITUBA;Municipal;0.649;0.231;0.351;0.291;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO VALENTIM DO SUL - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;693000.0;DANRLEI DE DEUS HINTERHOLZ;4319711;4319711;Baixa Prioridade;21.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Municipal;0.764;0.146;0.236;0.191;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO SEBASTIÃO DO CAÍ - RS;2025;Pagamento detalhado municipalizado;LUCAS REDECKER;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SÃO SEBASTIÃO DO CAÍ;;;;;;;;;;;;;;0.0;693000.0;LUCAS REDECKER;4319505;4319505;Média Prioridade;2458.0;SÃO SEBASTIÃO DO CAÍ;SAO SEBASTIAO DO CAI;Municipal;0.739;0.229;0.261;0.245;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CANOAS - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 2 código(s);Agregado de 1 favorecido(s);RS;CANOAS;;;;;;;;;;;;;;0.0;679890.0;DAIANA SANTOS;4304606;4304606;Média Prioridade;3942.0;CANOAS;CANOAS;Municipal;0.75;0.25;0.25;0.25;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
FELIZ - RS;2025;Pagamento detalhado municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;FELIZ;;;;;;;;;;;;;;0.0;663896.08;DANRLEI DE DEUS HINTERHOLZ;4308102;4308102;Baixa Prioridade;2758.0;FELIZ;FELIZ;Municipal;0.75;0.102;0.25;0.176;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PASSO FUNDO - RS;2025;Pagamento detalhado municipalizado;MARCEL VAN HATTEM;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PASSO FUNDO;;;;;;;;;;;;;;0.0;648450.0;MARCEL VAN HATTEM;4314100;4314100;Baixa Prioridade;3292.0;PASSO FUNDO;PASSO FUNDO;Municipal;0.776;0.188;0.2239999999999999;0.206;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
