Parlamentar_Limpo;codigo_emenda;numero_emenda;tipo_emenda;tipo_transferencia;localidade_aplicacao;tipo_localidade_aplicacao;municipio;municipio_normalizado;uf_localidade;valor_pago;programa_orcamentario;acao_orcamentaria;plano_orcamentario;funcao_area_atuacao;subfuncao_area_atuacao;modalidade_despesa;documento;favorecido;status_reconciliacao;ajuste_negativo;valor_zero
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;600000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;31 - Transferências a Estados e ao Distrito Federal - Fundo a Fundo;257001000012025OB033168;87.182.846/0001-78 - FUNDO ESTADUAL DE SAUDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CANELA - RS;Municipal;CANELA;CANELA;RS;600000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB048008;12.013.178/0001-56 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CAXIAS DO SUL - RS;Municipal;CAXIAS DO SUL;CAXIAS DO SUL;RS;600000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB048281;10.546.325/0001-28 - FUNDO MUNICIPAL DE SAUDE DE CAXIAS DO SUL;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;BENTO GONÇALVES - RS;Municipal;BENTO GONÇALVES;BENTO GONCALVES;RS;544500.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB004763;87.849.923/0001-09 - MUNICIPIO DE BENTO GONCALVES;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;PANTANO GRANDE - RS;Municipal;PANTANO GRANDE;PANTANO GRANDE;RS;505468.26;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001412;91.342.667/0001-28 - MUNICIPIO DE PANTANO GRANDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;XANGRI-LÁ - RS;Municipal;XANGRI-LÁ;XANGRI-LA;RS;500000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB024891;11.217.412/0001-02 - FUNDO MUNICIPAL DE SAUDE - XANGRI-LA;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ROSÁRIO DO SUL - RS;Municipal;ROSÁRIO DO SUL;ROSARIO DO SUL;RS;500000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052359;11.834.748/0001-06 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ESTAÇÃO - RS;Municipal;ESTAÇÃO;ESTACAO;RS;500000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052632;11.259.700/0001-11 - FUNDO MUNICIPAL DE SAUDE - FMS;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;NOVO HAMBURGO - RS;Municipal;NOVO HAMBURGO;NOVO HAMBURGO;RS;495000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB008256;88.254.875/0001-60 - MUNICIPIO DE NOVO HAMBURGO;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;NOVO HAMBURGO - RS;Municipal;NOVO HAMBURGO;NOVO HAMBURGO;RS;495000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB008257;88.254.875/0001-60 - MUNICIPIO DE NOVO HAMBURGO;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CARAÁ - RS;Municipal;CARAÁ;CARAA;RS;400000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB025837;12.140.784/0001-32 - FUNDO MUNICIPAL DE SAUDE DE CARAA;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;VISTA ALEGRE - RS;Municipal;VISTA ALEGRE;VISTA ALEGRE;RS;400000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031063;11.239.280/0001-01 - FUNDO MUNICIPAL DA SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SÃO LEOPOLDO - RS;Municipal;SÃO LEOPOLDO;SAO LEOPOLDO;RS;400000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB047949;12.625.868/0001-66 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;CANGUÇU - RS;Municipal;CANGUÇU;CANGUCU;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001403;88.861.430/0001-49 - MUNICIPIO DE CANGUCU;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;NOVA PETRÓPOLIS - RS;Municipal;NOVA PETRÓPOLIS;NOVA PETROPOLIS;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001405;88.572.748/0001-00 - MUNICIPIO DE NOVA PETROPOLIS;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;SANTO ANTÔNIO DA PATRULHA - RS;Municipal;SANTO ANTÔNIO DA PATRULHA;SANTO ANTONIO DA PATRULHA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001406;88.814.199/0001-32 - MUNICIPIO DE SANTO ANTONIO DA PATRULHA;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;PAVERAMA - RS;Municipal;PAVERAMA;PAVERAMA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001407;91.693.317/0001-06 - MUNICIPIO DE PAVERAMA;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;TENENTE PORTELA - RS;Municipal;TENENTE PORTELA;TENENTE PORTELA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001408;87.613.089/0001-40 - MUNICIPIO DE TENENTE PORTELA;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;TRÊS CACHOEIRAS - RS;Municipal;TRÊS CACHOEIRAS;TRES CACHOEIRAS;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001409;91.103.127/0001-91 - MUNICIPIO DE TRES CACHOEIRAS;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;TABAÍ - RS;Municipal;TABAÍ;TABAI;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001410;01.615.515/0001-69 - MUNICIPIO DE TABAI;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;SINIMBU - RS;Municipal;SINIMBU;SINIMBU;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001411;94.577.632/0001-66 - MUNICIPIO DE SINIMBU;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;RIO PARDO - RS;Municipal;RIO PARDO;RIO PARDO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB001413;88.821.079/0001-62 - MUNICIPIO DE RIO PARDO;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;CHARQUEADAS - RS;Municipal;CHARQUEADAS;CHARQUEADAS;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003543;88.743.604/0001-79 - MUNICIPIO DE CHARQUEADAS;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;IVOTI - RS;Municipal;IVOTI;IVOTI;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB006170;88.254.909/0001-17 - MUNICIPIO DE IVOTI;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;JARI - RS;Municipal;JARI;JARI;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB006193;01.609.402/0001-50 - MUNICIPIO DE JARI;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;HUMAITÁ - RS;Municipal;HUMAITÁ;HUMAITA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB008261;87.613.139/0001-99 - MUNICIPIO DE HUMAITA;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;BARRA DO RIBEIRO - RS;Municipal;BARRA DO RIBEIRO;BARRA DO RIBEIRO;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB008266;88.811.930/0001-76 - MUNICIPIO DE BARRA DO RIBEIRO;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330008;0008;Emenda Individual - Transferências Especiais;Transferência Especial;PRESIDENTE LUCENA - RS;Municipal;PRESIDENTE LUCENA;PRESIDENTE LUCENA;RS;396000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB008267;94.707.494/0001-92 - MUNICIPIO DE PRESIDENTE LUCENA;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PORTO XAVIER - RS;Municipal;PORTO XAVIER;PORTO XAVIER;RS;355486.78;1144 - AGROPECUARIA SUSTENTAVEL;20ZV - FOMENTO AO SETOR AGROPECUARIO;0000 - FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS;20 - Agricultura;608 - Promoção da produção agropecuária;40 - Transferências a Municípios;130141000012026OB000543;87.613.667/0001-48 - MUNICIPIO DE PORTO XAVIER;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330010;0010;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;340287.64;5116 - SEGURANCA PUBLICA COM CIDADANIA;2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO;0000 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS;06 - Segurança pública;181 - Policiamento;90 - Aplicações Diretas;200109000012026OB003289;59.275.792/0001-50 - GENERAL MOTORS DO BRASIL LTDA;Divergente — mais próximo de Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;300000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;31 - Transferências a Estados e ao Distrito Federal - Fundo a Fundo;257001000012025OB033119;87.182.846/0001-78 - FUNDO ESTADUAL DE SAUDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CAMPO BOM - RS;Municipal;CAMPO BOM;CAMPO BOM;RS;300000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB039535;11.310.266/0001-57 - FUNDO MUNICIPAL DE SAUDE DE CAMPO BOM;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;FREDERICO WESTPHALEN - RS;Municipal;FREDERICO WESTPHALEN;FREDERICO WESTPHALEN;RS;300000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB048096;11.708.221/0001-35 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TEUTÔNIA - RS;Municipal;TEUTÔNIA;TEUTONIA;RS;300000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052847;12.124.074/0001-19 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ENCANTADO - RS;Municipal;ENCANTADO;ENCANTADO;RS;300000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB021307;12.149.722/0001-91 - FUNDO MUNICIPAL DE SAUDE - ENCANTADO - RS;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ERVAL SECO - RS;Municipal;ERVAL SECO;ERVAL SECO;RS;300000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB024442;12.113.283/0001-67 - FUNDO MUNICIPAL DA SAUDE DE ERVAL SECO;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IMIGRANTE - RS;Municipal;IMIGRANTE;IMIGRANTE;RS;300000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032203;11.749.956/0001-07 - IMIGRANTE FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
LUCAS REDECKER;202540330007;0007;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IGREJINHA - RS;Municipal;IGREJINHA;IGREJINHA;RS;300000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB039703;12.121.651/0001-19 - FUNDO MUNICIPAL DE SAUDE DE IGREJINHA;Bate com Valor Pago + RP Pagos geral;False;False
