Parlamentar_Limpo;codigo_emenda;numero_emenda;tipo_emenda;tipo_transferencia;localidade_aplicacao;tipo_localidade_aplicacao;municipio;municipio_normalizado;uf_localidade;valor_pago;programa_orcamentario;acao_orcamentaria;plano_orcamentario;funcao_area_atuacao;subfuncao_area_atuacao;modalidade_despesa;documento;favorecido;status_reconciliacao;ajuste_negativo;valor_zero
DANRLEI DE DEUS HINTERHOLZ;202528610005;0005;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TRÊS DE MAIO - RS;Municipal;TRÊS DE MAIO;TRES DE MAIO;RS;100000.0;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;41 - Transferências a Municípios - Fundo a Fundo;330013000012025OB006956;13.568.582/0001-59 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610005;0005;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;INDEPENDÊNCIA - RS;Municipal;INDEPENDÊNCIA;INDEPENDENCIA;RS;100000.0;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;41 - Transferências a Municípios - Fundo a Fundo;330013000012025OB007293;14.427.825/0001-00 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE INDEPENDENCIA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610005;0005;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;XANGRI-LÁ - RS;Municipal;XANGRI-LÁ;XANGRI-LA;RS;100000.0;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;41 - Transferências a Municípios - Fundo a Fundo;330013000012025OB009201;14.461.067/0001-38 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PELOTAS - RS;Municipal;PELOTAS;PELOTAS;RS;100000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB039515;11.217.562/0001-08 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ENCANTADO - RS;Municipal;ENCANTADO;ENCANTADO;RS;100000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB044417;12.149.722/0001-91 - FUNDO MUNICIPAL DE SAUDE - ENCANTADO - RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ITATIBA DO SUL - RS;Municipal;ITATIBA DO SUL;ITATIBA DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB020815;12.043.944/0001-25 - FUNDO MUNICIPAL DE SAUDE DE ITATIBA DO SUL;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SERTÃO - RS;Municipal;SERTÃO;SERTAO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB022971;12.160.268/0001-70 - FUNDO MUNICIPAL DE SAUDE DE SERTAO - RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SÃO MIGUEL DAS MISSÕES - RS;Municipal;SÃO MIGUEL DAS MISSÕES;SAO MIGUEL DAS MISSOES;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB025702;11.351.926/0001-48 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;AMETISTA DO SUL - RS;Municipal;AMETISTA DO SUL;AMETISTA DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB025862;11.244.236/0001-90 - FUNDO MUNICIPAL DE SAUDE - FMS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SAGRADA FAMÍLIA - RS;Municipal;SAGRADA FAMÍLIA;SAGRADA FAMILIA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027337;12.430.586/0001-03 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BARRA DO RIO AZUL - RS;Municipal;BARRA DO RIO AZUL;BARRA DO RIO AZUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027652;12.123.735/0001-91 - FUNDO MUNICIPAL DE SAUDE DE BARRA DO RIO AZUL;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;VISTA ALEGRE - RS;Municipal;VISTA ALEGRE;VISTA ALEGRE;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027655;11.239.280/0001-01 - FUNDO MUNICIPAL DA SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;UBIRETAMA - RS;Municipal;UBIRETAMA;UBIRETAMA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027656;12.385.537/0001-04 - FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE UBIRETAMA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SÃO PEDRO DAS MISSÕES - RS;Municipal;SÃO PEDRO DAS MISSÕES;SAO PEDRO DAS MISSOES;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027657;12.030.337/0001-20 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;MAXIMILIANO DE ALMEIDA - RS;Municipal;MAXIMILIANO DE ALMEIDA;MAXIMILIANO DE ALMEIDA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB027667;11.312.399/0001-62 - FUNDO MUNICIPAL DE SAUDE DE MAXIMILIANO DE ALMEIDA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SÃO JOSÉ DO INHACORÁ - RS;Municipal;SÃO JOSÉ DO INHACORÁ;SAO JOSE DO INHACORA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030707;12.149.227/0001-82 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ESPERANÇA DO SUL - RS;Municipal;ESPERANÇA DO SUL;ESPERANCA DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030945;11.948.927/0001-74 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CERRO GRANDE - RS;Municipal;CERRO GRANDE;CERRO GRANDE;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031524;13.690.762/0001-09 - FUNDO MUNICIPAL DE SAUDE DE CERRO GRANDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;MUÇUM - RS;Municipal;MUÇUM;MUCUM;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031698;12.440.909/0001-40 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CHIAPETTA - RS;Municipal;CHIAPETTA;CHIAPETTA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031706;12.131.923/0001-61 - FUNDO MUNICIPAL DE SAUDE - FMS DO MUNICIPIO DE CHIAPETTA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RODEIO BONITO - RS;Municipal;RODEIO BONITO;RODEIO BONITO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031730;11.753.578/0001-35 - FUNDO MUNICIPAL DE SAUDE DE RODEIO BONITO;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ARROIO DO MEIO - RS;Municipal;ARROIO DO MEIO;ARROIO DO MEIO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032131;12.126.869/0001-66 - FUNDO MUNICIPAL DE SAUDE ARROIO DO MEIO;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BOSSOROCA - RS;Municipal;BOSSOROCA;BOSSOROCA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032139;14.272.517/0001-44 - FUNDO MUNICIPAL DE SAUDE - PM BOSSOROCA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;REDENTORA - RS;Municipal;REDENTORA;REDENTORA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032423;97.531.256/0001-67 - FUNDO MUNICIPAL DE SAUDE DE REDENTORA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;FELIZ - RS;Municipal;FELIZ;FELIZ;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032614;11.484.627/0001-81 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BOA VISTA DAS MISSÕES - RS;Municipal;BOA VISTA DAS MISSÕES;BOA VISTA DAS MISSOES;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032619;12.040.018/0001-04 - FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOA VISTA DAS MISSOES -RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PORTO XAVIER - RS;Municipal;PORTO XAVIER;PORTO XAVIER;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB036685;14.097.425/0001-75 - FUNDO MUNICIPAL DE SAUDE DE PORTO XAVIER;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IRAÍ - RS;Municipal;IRAÍ;IRAI;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB036706;12.364.539/0001-09 - FUNDO MUNICIPAL DE SAUDE DE IRAI-RS;Bate com Valor Pago geral;False;False
